Date,Open,High,Low,Close,Adj Close,Volume
2016-05-25,32.770000,32.889999,32.369999,32.540001,32.540001,110400
2016-05-26,32.930000,33.270000,32.580002,32.910000,32.910000,153100
2016-05-27,32.910000,33.259998,32.619999,33.000000,33.000000,200600
2016-05-31,33.310001,33.669998,33.009998,33.430000,33.430000,324900
2016-06-01,33.320000,34.430000,33.169998,34.230000,34.230000,686500
2016-06-02,34.730000,34.730000,33.840000,34.270000,34.270000,310200
2016-06-03,34.259998,34.509998,33.889999,34.470001,34.470001,248800
2016-06-06,34.689999,35.330002,34.380001,34.810001,34.810001,221800
2016-06-07,35.020000,35.049999,34.560001,34.790001,34.790001,122400
2016-06-08,34.950001,35.459999,34.610001,35.330002,35.330002,199000
2016-06-09,35.220001,35.590000,35.099998,35.529999,35.529999,118200
2016-06-10,35.299999,35.419998,34.930000,35.009998,35.009998,122200
2016-06-13,35.360001,35.580002,34.470001,34.509998,34.509998,385400
2016-06-14,34.270000,34.830002,33.959999,34.200001,34.200001,258100
2016-06-15,34.310001,34.919998,34.310001,34.740002,34.740002,183200
2016-06-16,34.360001,34.779999,33.950001,34.650002,34.650002,228800
2016-06-17,34.509998,34.520000,33.599998,33.810001,33.810001,808500
2016-06-20,34.130001,34.779999,34.020000,34.470001,34.470001,263100
2016-06-21,34.500000,34.590000,33.599998,34.070000,34.070000,171600
2016-06-22,34.060001,34.849998,33.790001,34.529999,34.529999,180600
2016-06-23,34.990002,34.990002,34.240002,34.750000,34.750000,251400
2016-06-24,32.980000,34.919998,32.910000,34.189999,34.189999,446100
