Date,Open,High,Low,Close,Adj Close,Volume
2016-05-25,30.350000,30.680000,29.879999,30.080000,30.080000,386100
2016-05-26,30.110001,30.410000,29.219999,29.500000,29.500000,1570400
2016-05-27,29.580000,30.350000,29.309999,30.219999,30.219999,444400
2016-05-31,30.260000,30.469999,29.500000,30.020000,30.020000,299200
2016-06-01,30.080000,31.000000,29.780001,30.549999,30.549999,546200
2016-06-02,30.540001,31.219999,29.740000,31.200001,31.200001,272600
2016-06-03,31.020000,31.680000,30.570000,31.540001,31.540001,549800
2016-06-06,31.520000,32.400002,31.270000,32.220001,32.220001,507800
2016-06-07,32.169998,32.310001,31.790001,32.070000,32.070000,348100
2016-06-08,32.240002,32.630001,31.750000,32.580002,32.580002,404400
2016-06-09,32.439999,32.520000,31.879999,32.099998,32.099998,448700
2016-06-10,31.790001,31.790001,31.180000,31.209999,31.209999,376700
2016-06-13,31.209999,31.690001,30.750000,30.770000,30.770000,397400
2016-06-14,30.620001,31.090000,30.030001,30.230000,30.230000,563300
2016-06-15,30.459999,30.459999,29.740000,29.780001,29.780001,354000
2016-06-16,29.520000,30.090000,29.260000,29.980000,29.980000,322200
2016-06-17,29.889999,30.290001,28.870001,28.900000,28.900000,516300
2016-06-20,29.400000,30.059999,29.100000,29.670000,29.670000,872000
2016-06-21,29.600000,29.840000,28.190001,28.700001,28.700001,537200
2016-06-22,28.850000,29.290001,28.559999,28.660000,28.660000,535500
2016-06-23,29.020000,29.790001,28.799999,29.450001,29.450001,572600
2016-06-24,27.940001,28.959999,27.940001,28.540001,28.540001,757900
