Date,Open,High,Low,Close,Adj Close,Volume
2016-05-25,13.880000,14.220000,13.820000,13.950000,13.950000,173300
2016-05-26,13.930000,14.220000,13.870000,14.090000,14.090000,130000
2016-05-27,14.130000,14.400000,14.130000,14.400000,14.400000,115800
2016-05-31,14.510000,15.000000,14.406000,14.900000,14.900000,615700
2016-06-01,14.780000,14.980000,14.520000,14.800000,14.800000,1070600
2016-06-02,14.840000,15.310000,14.770000,14.820000,14.820000,370100
2016-06-03,14.910000,14.910000,14.680000,14.850000,14.850000,255700
2016-06-06,14.930000,14.930000,14.720000,14.870000,14.870000,154500
2016-06-07,14.930000,15.370000,14.870000,15.240000,15.240000,331900
2016-06-08,15.310000,15.360000,15.140000,15.220000,15.220000,153400
2016-06-09,15.230000,15.290000,15.100000,15.270000,15.270000,160800
2016-06-10,15.130000,15.270000,14.865000,15.120000,15.120000,177100
2016-06-13,15.110000,15.250000,14.870000,14.980000,14.980000,225400
2016-06-14,14.900000,15.137000,14.340000,14.800000,14.800000,310200
2016-06-15,14.900000,14.910000,14.730000,14.750000,14.750000,171900
2016-06-16,14.810000,14.880000,14.490000,14.610000,14.610000,411800
2016-06-17,14.540000,14.870000,14.270000,14.370000,14.370000,494900
2016-06-20,14.490000,15.090000,14.440000,14.930000,14.930000,199900
2016-06-21,14.960000,14.970000,14.590000,14.790000,14.790000,154600
2016-06-22,14.750000,14.900000,14.690000,14.700000,14.700000,106300
2016-06-23,14.830000,14.920000,14.560000,14.720000,14.720000,149300
2016-06-24,13.930000,14.670000,13.450000,14.540000,14.540000,753800
