Stocks
AAOI~41946~10.27
AAOI~41974~10.79
AAOI~42006~8.71
AAOI~42037~13.27
AAOI~42065~13.43
AAOI~42095~13.61
AAOI~42125~17.85
AAOI~42156~18.07
AAOI~42186~19.02
AAOI~42219~19.67
AAOI~42248~18.040001
AAOI~42278~20.33
AAOI~42310~18.83
AAOI~42339~16.290001
AAOI~42373~15.97
AAOI~42401~18.33
AAOI~42430~15.04
AAOI~42461~11.12
AAOI~42492~10.47
AAOI~42522~11.22
AAOI~42552~12.1
AAOI~42583~17.139999
AAOI~42614~21.440001
AAOI~42646~19.15
AAOI~42675~23.395
AAOI~42705~23.1
AAOI~42738~30.93
AAOI~42767~46.849998
AAOI~42795~53.47
AAOI~42828~50.13
AAOI~42856~70.01
AAOI~42887~61.39
AAOI~42919~99.61
AAOI~42948~58.98
AAOI~42979~64.52
AAOI~43010~38.97
AAOI~43040~43.38
AAOI~43070~37.91
AAOI~43102~33.49
AAOI~43132~31.439999
AAON~41792~34.180006
AAON~41821~19.65
AAON~41852~18.42
AAON~41884~17.27
AAON~41913~20.129999
AAON~41946~20.540001
AAON~41974~21.93
AAON~42006~22.559999
AAON~42037~23.07
AAON~42065~23.84
AAON~42095~24.15
AAON~42125~23.83
AAON~42156~22.85
AAON~42186~21.879999
AAON~42219~19.809999
AAON~42248~19.190001
AAON~42278~21.690001
AAON~42310~24.309999
AAON~42339~22.15
AAON~42373~21.190001
AAON~42401~25.51
AAON~42430~28.200001
AAON~42461~26.82
AAON~42492~28.040001
AAON~42522~27.24
AAON~42552~26.469999
AAON~42583~28.620001
AAON~42614~29.17
AAON~42646~29.049999
AAON~42675~32.700001
AAON~42705~33.349998
AAON~42738~33.900002
AAON~42767~35.299999
AAON~42795~34.35
AAON~42828~37.45
AAON~42856~36.75
AAON~42887~37
AAON~42919~33.95
AAON~42948~32.75
AAON~42979~35.15
AAON~43010~34.4
AAON~43040~36.35
AAON~43070~36.95
AAON~43102~36.15
AAON~43132~124.470001
AAP~41792~134.529999
AAP~41821~121.059998
AAP~41852~137.880005
AAP~41884~130.520004
AAP~41913~147.759995
AAP~41946~147.070007
AAP~41974~158.559998
AAP~42006~155.970001
AAP~42037~154.770004
AAP~42065~143.75
AAP~42095~145.339996
AAP~42125~153.320007
AAP~42156~162.649994
AAP~42186~173.809998
AAP~42219~172.619995
AAP~42248~192.039993
AAP~42278~200.380005
AAP~42310~162.339996
AAP~42339~152.240005
AAP~42373~154.889999
AAP~42401~153.350006
AAP~42430~160.419998
AAP~42461~155.460007
AAP~42492~153.339996
AAP~42522~164.330002
AAP~42552~168.5
AAP~42583~158.759995
AAP~42614~146.940002
AAP~42646~139.789993
AAP~42675~170.759995
AAP~42705~170.600006
AAP~42738~160.589996
AAP~42767~156.679993
AAP~42795~145.5
AAP~42828~140.53
AAP~42856~137.1
AAP~42887~118.41
AAP~42919~114.05
AAP~42948~98.06
AAP~42979~99.36
AAP~43010~80.75
AAP~43040~99.28
AAP~43070~106.09
AAP~43102~117.29
AAP~43132~628.650009
AAPL~41792~93.519997
AAPL~41821~96.129997
AAPL~41852~103.300003
AAPL~41884~99.18
AAPL~41913~109.400002
AAPL~41946~115.07
AAPL~41974~109.330002
AAPL~42006~118.629997
AAPL~42037~129.089996
AAPL~42065~124.25
AAPL~42095~128.949997
AAPL~42125~130.539993
AAPL~42156~126.599998
AAPL~42186~118.440002
AAPL~42219~107.720001
AAPL~42248~109.580002
AAPL~42278~121.18
AAPL~42310~117.339996
AAPL~42339~105.349998
AAPL~42373~96.43
AAPL~42401~100.529999
AAPL~42430~109.989998
AAPL~42461~93.639999
AAPL~42492~98.459999
AAPL~42522~95.889999
AAPL~42552~106.050003
AAPL~42583~106.730003
AAPL~42614~112.519997
AAPL~42646~111.489998
AAPL~42675~109.489998
AAPL~42705~116.150002
AAPL~42738~128.75
AAPL~42767~139.789993
AAPL~42795~143.7
AAPL~42828~146.6
AAPL~42856~153.18
AAPL~42887~143.5
AAPL~42919~150.05
AAPL~42948~164.05
AAPL~42979~153.81
AAPL~43010~166.89
AAPL~43040~171.05
AAPL~43070~172.26
AAPL~43102~167.78
AAPL~43132~34.220001
AAT~41792~34.919998
AAT~41821~34.189999
AAT~41852~35.189999
AAT~41884~33.080002
AAT~41913~38.57
AAT~41946~38.66
AAT~41974~40.369999
AAT~42006~43.91
AAT~42037~41.32
AAT~42065~43.150002
AAT~42095~40.279999
AAT~42125~40.119999
AAT~42156~39.130001
AAT~42186~41.509998
AAT~42219~37.75
AAT~42248~41.349998
AAT~42278~42.689999
AAT~42310~40.110001
AAT~42339~37.599998
AAT~42373~37.290001
AAT~42401~37.580002
AAT~42430~39.560001
AAT~42461~40.68
AAT~42492~40.450001
AAT~42522~42.529999
AAT~42552~45.919998
AAT~42583~44.040001
AAT~42614~42.48
AAT~42646~38.529999
AAT~42675~39.240002
AAT~42705~43.040001
AAT~42738~42.330002
AAT~42767~43.790001
AAT~42795~41.8
AAT~42828~43.21
AAT~42856~39.65
AAT~42887~40.09
AAT~42919~40.95
AAT~42948~40.75
AAT~42979~40.32
AAT~43010~38.76
AAT~43040~39.22
AAT~43070~38.16
AAT~43102~34.59
AAT~43132~1.29
AAU~41792~1.43
AAU~41821~1.4
AAU~41852~1.4
AAU~41884~1.32
AAU~41913~1.13
AAU~41946~1.04
AAU~41974~0.95
AAU~42006~1.16
AAU~42037~1.07
AAU~42065~0.9
AAU~42095~0.79
AAU~42125~0.91
AAU~42156~0.83
AAU~42186~0.72
AAU~42219~0.55
AAU~42248~0.57
AAU~42278~0.58
AAU~42310~0.52
AAU~42339~0.66
AAU~42373~0.65
AAU~42401~0.71
AAU~42430~0.71
AAU~42461~1.1
AAU~42492~1.07
AAU~42522~1.66
AAU~42552~1.51
AAU~42583~1.35
AAU~42614~1.33
AAU~42646~1.39
AAU~42675~1.06
AAU~42705~1.01
AAU~42738~1.07
AAU~42767~1.16
AAU~42795~1.13
AAU~42828~1.44
AAU~42856~1.33
AAU~42887~1.15
AAU~42919~1.19
AAU~42948~1.21
AAU~42979~1.1301
AAU~43010~1
AAU~43040~0.8798
AAU~43070~1.03
AAU~43102~0.9001
AAU~43132~6.19
AAV~41792~6.62
AAV~41821~5.31
AAV~41852~5.99
AAV~41884~5.02
AAV~41913~4.21
AAV~41946~4.46
AAV~41974~4.67
AAV~42006~4.19
AAV~42037~5.2
AAV~42065~5.48
AAV~42095~6.14
AAV~42125~5.99
AAV~42156~6.13
AAV~42186~5.32
AAV~42219~5.33
AAV~42248~5.39
AAV~42278~5.52
AAV~42310~5.35
AAV~42339~4.95
AAV~42373~5.36
AAV~42401~5.12
AAV~42430~5.19
AAV~42461~5.61
AAV~42492~5.92
AAV~42522~5.64
AAV~42552~6.11
AAV~42583~6.85
AAV~42614~7.25
AAV~42646~6.85
AAV~42675~7.3
AAV~42705~6.55
AAV~42738~6.45
AAV~42767~6.05
AAV~42795~6.6
AAV~42828~6.25
AAV~42856~6.3
AAV~42887~6.8
AAV~42919~6.8
AAV~42948~6.45
AAV~42979~6.2
AAV~43010~5.6
AAV~43040~4.75
AAV~43070~4.5
AAV~43102~3.3
AAV~43132~37.610001
AAVL~42037~36.799999
AAVL~42065~39.060001
AAVL~42095~33.169998
AAVL~42125~37.240002
AAVL~42156~16.07
AAVL~42186~15.39
AAVL~42219~10.24
AAVL~42248~8.03
AAVL~42278~9.05
AAVL~42310~9.94
AAVL~42339~8.69
AAVL~42373~5.22
AAVL~42401~5.44
AAVL~42430~5.2
AAVL~42461~5.7
AAVL~42492~35.66
AAWW~41792~37.110001
AAWW~41821~32.029999
AAWW~41852~33.849998
AAWW~41884~31.52
AAWW~41913~37.48
AAWW~41946~44.490002
AAWW~41974~48.419998
AAWW~42006~46.080002
AAWW~42037~45.279999
AAWW~42065~43.43
AAWW~42095~51.950001
AAWW~42125~55.540001
AAWW~42156~54.549999
AAWW~42186~48.98
AAWW~42219~38.41
AAWW~42248~34.98
AAWW~42278~43
AAWW~42310~41.919998
AAWW~42339~40.220001
AAWW~42373~36.18
AAWW~42401~37.389999
AAWW~42430~41.209999
AAWW~42461~40.810001
AAWW~42492~43.200001
AAWW~42522~41.259998
AAWW~42552~43.560001
AAWW~42583~38.130001
AAWW~42614~42.209999
AAWW~42646~41.799999
AAWW~42675~49.75
AAWW~42705~51.549999
AAWW~42738~52.849998
AAWW~42767~57.799999
AAWW~42795~53.65
AAWW~42828~57.9
AAWW~42856~50.4
AAWW~42887~54.8
AAWW~42919~59.8
AAWW~42948~67.9
AAWW~42979~67.25
AAWW~43010~61.7
AAWW~43040~58.9
AAWW~43070~57.95
AAWW~43102~56.7
AAWW~43132~62.080002
AAXJ~41792~63.220001
AAXJ~41821~64.849998
AAXJ~41852~65.43
AAXJ~41884~60.330002
AAXJ~41913~62.509998
AAXJ~41946~61.880001
AAXJ~41974~60.630001
AAXJ~42006~62.919998
AAXJ~42037~64.089996
AAXJ~42065~64.620003
AAXJ~42095~68.510002
AAXJ~42125~66.110001
AAXJ~42156~63.290001
AAXJ~42186~58.349998
AAXJ~42219~51.619999
AAXJ~42248~53.009998
AAXJ~42278~57.240002
AAXJ~42310~56.040001
AAXJ~42339~51.849998
AAXJ~42373~49.299999
AAXJ~42401~50.849998
AAXJ~42430~54.310001
AAXJ~42461~54.07
AAXJ~42492~53.189999
AAXJ~42522~55.119999
AAXJ~42552~57.669998
AAXJ~42583~59.040001
AAXJ~42614~60.84
AAXJ~42646~58.779999
AAXJ~42675~56.860001
AAXJ~42705~55.470001
AAXJ~42738~59.09
AAXJ~42767~61.200001
AAXJ~42795~63.42
AAXJ~42828~64.42
AAXJ~42856~67.38
AAXJ~42887~67.63
AAXJ~42919~71.25
AAXJ~42948~72.43
AAXJ~42979~72.48
AAXJ~43010~75.96
AAXJ~43040~75.13
AAXJ~43070~77.88
AAXJ~43102~80.6
AAXJ~43132~24.75
AAXN~42856~24.46
AAXN~42887~25.16
AAXN~42919~24.87
AAXN~42948~21.73
AAXN~42979~22.91
AAXN~43010~23.03
AAXN~43040~24.48
AAXN~43070~26.55
AAXN~43102~25.84
AAXN~43132~24.51
AB~41792~26.049999
AB~41821~25.860001
AB~41852~27.51
AB~41884~25.549999
AB~41913~25.969999
AB~41946~26.43
AB~41974~26.1
AB~42006~24.370001
AB~42037~29.02
AB~42065~30.93
AB~42095~32.049999
AB~42125~31.83
AB~42156~29.549999
AB~42186~28.17
AB~42219~26.190001
AB~42248~25.58
AB~42278~25.620001
AB~42310~24.059999
AB~42339~23.639999
AB~42373~18.82
AB~42401~20.17
AB~42430~24.389999
AB~42461~23.84
AB~42492~23.530001
AB~42522~23.17
AB~42552~23.57
AB~42583~21.59
AB~42614~22.780001
AB~42646~21.549999
AB~42675~22.9
AB~42705~24.049999
AB~42738~23.25
AB~42767~23.5
AB~42795~22.6
AB~42828~22.15
AB~42856~23
AB~42887~23.8
AB~42919~24.95
AB~42948~23.6
AB~42979~24.1
AB~43010~25.9
AB~43040~24.85
AB~43070~25.2
AB~43102~27.25
AB~43132~41.790001
ABAX~41792~46.029999
ABAX~41821~46.98
ABAX~41852~48.57
ABAX~41884~51.349998
ABAX~41913~52.950001
ABAX~41946~56.18
ABAX~41974~57.709999
ABAX~42006~61.07
ABAX~42037~62.549999
ABAX~42065~63.84
ABAX~42095~55.48
ABAX~42125~52.990002
ABAX~42156~52.02
ABAX~42186~49.580002
ABAX~42219~47.07
ABAX~42248~43.52
ABAX~42278~51.470001
ABAX~42310~53.09
ABAX~42339~54.380001
ABAX~42373~43.48
ABAX~42401~39.009998
ABAX~42430~44.59
ABAX~42461~44.540001
ABAX~42492~46.689999
ABAX~42522~48.349998
ABAX~42552~49.139999
ABAX~42583~50.400002
ABAX~42614~52
ABAX~42646~46.400002
ABAX~42675~51.139999
ABAX~42705~53.630001
ABAX~42738~51.049999
ABAX~42767~50.380001
ABAX~42795~48.555
ABAX~42828~45.84
ABAX~42856~49.36
ABAX~42887~53.64
ABAX~42919~46.07
ABAX~42948~46.21
ABAX~42979~45.85
ABAX~43010~47.75
ABAX~43040~48.14
ABAX~43070~50
ABAX~43102~72.68
ABAX~43132~23.48
ABB~41792~23.01
ABB~41821~22.83
ABB~41852~22.969999
ABB~41884~22.120001
ABB~41913~21.809999
ABB~41946~22.139999
ABB~41974~21.08
ABB~42006~19.549999
ABB~42037~21.450001
ABB~42065~21.379999
ABB~42095~21.940001
ABB~42125~21.67
ABB~42156~20.870001
ABB~42186~20.1
ABB~42219~18.91
ABB~42248~17.540001
ABB~42278~19.1
ABB~42310~18.6
ABB~42339~17.52
ABB~42373~17.219999
ABB~42401~18.200001
ABB~42430~19.27
ABB~42461~21.23
ABB~42492~20.879999
ABB~42522~19.91
ABB~42552~21.07
ABB~42583~22.07
ABB~42614~22.52
ABB~42646~20.52
ABB~42675~20.59
ABB~42705~21.280001
ABB~42738~23.75
ABB~42767~22.98
ABB~42795~23.24
ABB~42828~24.57
ABB~42856~25.23
ABB~42887~24.88
ABB~42919~23.64
ABB~42948~23.26
ABB~42979~24.96
ABB~43010~26.24
ABB~43040~25.66
ABB~43070~27.02
ABB~43102~28.06
ABB~43132~54.150002
ABBV~41792~56.889999
ABBV~41821~52.48
ABBV~41852~55.07
ABBV~41884~57.23
ABBV~41913~63.25
ABBV~41946~69.110001
ABBV~41974~65.889999
ABBV~42006~60.700001
ABBV~42037~60.459999
ABBV~42065~57.099998
ABBV~42095~64.32
ABBV~42125~66.93
ABBV~42156~68.510002
ABBV~42186~69.730003
ABBV~42219~60.5
ABBV~42248~55.130001
ABBV~42278~63.380001
ABBV~42310~59.02
ABBV~42339~57.610001
ABBV~42373~54.389999
ABBV~42401~56.34
ABBV~42430~57.419998
ABBV~42461~61.439999
ABBV~42492~62.830002
ABBV~42522~62.709999
ABBV~42552~66.940002
ABBV~42583~64.029999
ABBV~42614~63.23
ABBV~42646~56.450001
ABBV~42675~59.16
ABBV~42705~62.41
ABBV~42738~60.889999
ABBV~42767~62.830002
ABBV~42795~65.03
ABBV~42828~66.48
ABBV~42856~66.71
ABBV~42887~72.42
ABBV~42919~70.38
ABBV~42948~75.42
ABBV~42979~90.39
ABBV~43010~92.44
ABBV~43040~96.32
ABBV~43070~98.41
ABBV~43102~116.34
ABBV~43132~73.209999
ABC~41792~72.980003
ABC~41821~77.300003
ABC~41852~77.150002
ABC~41884~76.690002
ABC~41913~86.900002
ABC~41946~90.839996
ABC~41974~90.459999
ABC~42006~95.150002
ABC~42037~103.099998
ABC~42065~112.029999
ABC~42095~114.610001
ABC~42125~113.260002
ABC~42156~107.709999
ABC~42186~105.82
ABC~42219~99.269997
ABC~42248~94.510002
ABC~42278~97.830002
ABC~42310~99.5
ABC~42339~101.870003
ABC~42373~89
ABC~42401~87.43
ABC~42430~86.510002
ABC~42461~85.230003
ABC~42492~75.639999
ABC~42522~80.160004
ABC~42552~85.540001
ABC~42583~87.150002
ABC~42614~80.120003
ABC~42646~69.790001
ABC~42675~77.800003
ABC~42705~82.610001
ABC~42738~88.610001
ABC~42767~92.230003
ABC~42795~87.33
ABC~42828~82.49
ABC~42856~93.14
ABC~42887~94.7
ABC~42919~92.98
ABC~42948~80.24
ABC~42979~83.3
ABC~43010~76.62
ABC~43040~84.95
ABC~43070~94.04
ABC~43102~99.29
ABC~43132~21.110001
ABCB~41792~22.09
ABCB~41821~21.639999
ABCB~41852~23.15
ABCB~41884~21.950001
ABCB~41913~24.75
ABCB~41946~24.540001
ABCB~41974~25.27
ABCB~42006~24.58
ABCB~42037~26
ABCB~42065~26.66
ABCB~42095~24.73
ABCB~42125~25.190001
ABCB~42156~25.24
ABCB~42186~27.370001
ABCB~42219~26.379999
ABCB~42248~28.280001
ABCB~42278~31.25
ABCB~42310~34.459999
ABCB~42339~32.549999
ABCB~42373~28.6
ABCB~42401~27.59
ABCB~42430~29.459999
ABCB~42461~31.4
ABCB~42492~31.77
ABCB~42522~29.450001
ABCB~42552~32.91
ABCB~42583~34.990002
ABCB~42614~35.02
ABCB~42646~36.25
ABCB~42675~44.450001
ABCB~42705~43.700001
ABCB~42738~45.049999
ABCB~42767~48
ABCB~42795~45.1
ABCB~42828~47.35
ABCB~42856~44.05
ABCB~42887~49.3
ABCB~42919~46.55
ABCB~42948~44.75
ABCB~42979~48.75
ABCB~43010~47.65
ABCB~43040~49.75
ABCB~43070~48.55
ABCB~43102~54.5
ABCB~43132~48.549999
ABCO~41792~51.849998
ABCO~41821~47.630001
ABCO~41852~49.34
ABCO~41884~45.509998
ABCO~41913~53.34
ABCO~41946~42.25
ABCO~41974~48.48
ABCO~42006~47.349998
ABCO~42037~54.880001
ABCO~42065~51.860001
ABCO~42095~51.310001
ABCO~42125~51.779999
ABCO~42156~54.380001
ABCO~42186~59.360001
ABCO~42219~47.41
ABCO~42248~44.759998
ABCO~42278~43.759998
ABCO~42310~54.200001
ABCO~42339~47.240002
ABCO~42373~45.630001
ABCO~42401~29.82
ABCO~42430~32.759998
ABCO~42461~31.610001
ABCO~42492~33.860001
ABCO~42522~35.049999
ABCO~42552~42
ABCO~42583~42.18
ABCO~42614~43.5
ABCO~42646~39.700001
ABCO~42675~32.5
ABCO~42705~34.400002
ABCO~42738~46.099998
ABCO~42767~45.849998
ABCO~42795~46.85
ABCO~42828~50.8
ABCO~42856~52.4
ABCO~42887~51.25
ABCO~42919~55.3
ABCO~42948~53.3
ABCO~42979~53.85
ABCO~43010~53.8
ABCO~43040~12.22
ABDC~42339~11.36
ABDC~42373~10.73
ABDC~42401~10.3
ABDC~42430~11.57
ABDC~42461~11.55
ABDC~42492~12.4
ABDC~42522~12.2
ABDC~42552~12.23
ABDC~42583~12.6
ABDC~42614~13.02
ABDC~42646~12.95
ABDC~42675~11.52
ABDC~42705~12.09
ABDC~42738~11.89
ABDC~42767~12.63
ABDC~42795~13.92
ABDC~42828~14.09
ABDC~42856~13.24
ABDC~42887~13.28
ABDC~42919~11.63
ABDC~42948~10.68
ABDC~42979~10.5
ABDC~43010~8.75
ABDC~43040~8.4
ABDC~43070~8.54
ABDC~43102~7.9
ABDC~43132~7.08
ABEO~42156~4.99
ABEO~42186~6.56
ABEO~42219~4.64
ABEO~42248~4.14
ABEO~42278~4.17
ABEO~42310~4.47
ABEO~42339~3.42
ABEO~42373~2.5
ABEO~42401~2.1
ABEO~42430~2.83
ABEO~42461~2.69
ABEO~42492~2.99
ABEO~42522~2.43
ABEO~42552~2.82
ABEO~42583~4.29
ABEO~42614~6.156
ABEO~42646~6.475
ABEO~42675~6.15
ABEO~42705~5
ABEO~42738~4.6
ABEO~42767~5.45
ABEO~42795~5.1
ABEO~42828~5.65
ABEO~42856~5.5
ABEO~42887~6.6
ABEO~42919~8.05
ABEO~42948~13.8
ABEO~42979~17.75
ABEO~43010~16.4
ABEO~43040~16.55
ABEO~43070~17.2
ABEO~43102~15.65
ABEO~43132~7.09
ABEV~41792~7.18
ABEV~41821~6.9
ABEV~41852~7.08
ABEV~41884~6.3
ABEV~41913~6.45
ABEV~41946~6.23
ABEV~41974~5.95
ABEV~42006~6.5
ABEV~42037~6.3
ABEV~42065~5.92
ABEV~42095~6.31
ABEV~42125~5.83
ABEV~42156~6.08
ABEV~42186~5.66
ABEV~42219~5.07
ABEV~42248~4.93
ABEV~42278~4.95
ABEV~42310~4.81
ABEV~42339~4.27
ABEV~42373~4.63
ABEV~42401~4.62
ABEV~42430~5.24
ABEV~42461~5.55
ABEV~42492~5.38
ABEV~42522~5.91
ABEV~42552~5.8
ABEV~42583~6.09
ABEV~42614~6.13
ABEV~42646~5.63
ABEV~42675~4.76
ABEV~42705~5.07
ABEV~42738~5.48
ABEV~42767~5.75
ABEV~42795~5.77
ABEV~42828~5.77
ABEV~42856~5.66
ABEV~42887~5.47
ABEV~42919~6.11
ABEV~42948~6.24
ABEV~42979~6.51
ABEV~43010~6.29
ABEV~43040~6.22
ABEV~43070~6.61
ABEV~43102~6.95
ABEV~43132~64.400002
ABG~41792~69.379997
ABG~41821~68.050003
ABG~41852~71.139999
ABG~41884~63.200001
ABG~41913~70.529999
ABG~41946~74.75
ABG~41974~76.089996
ABG~42006~76.099998
ABG~42037~79.290001
ABG~42065~82.260002
ABG~42095~84.970001
ABG~42125~85.93
ABG~42156~92.269997
ABG~42186~85.290001
ABG~42219~78.510002
ABG~42248~81.510002
ABG~42278~79.980003
ABG~42310~75.5
ABG~42339~66.519997
ABG~42373~46.75
ABG~42401~59.110001
ABG~42430~56.779999
ABG~42461~59.48
ABG~42492~55.900002
ABG~42522~54.099998
ABG~42552~59.639999
ABG~42583~54.27
ABG~42614~54.73
ABG~42646~49.950001
ABG~42675~58.599998
ABG~42705~62.5
ABG~42738~65.300003
ABG~42767~65.449997
ABG~42795~57.6
ABG~42828~61.65
ABG~42856~57.6
ABG~42887~57.65
ABG~42919~54.55
ABG~42948~54.4
ABG~42979~61.9
ABG~43010~62.45
ABG~43040~66.25
ABG~43070~63.25
ABG~43102~71.85
ABG~43132~23.44
ABLX~43070~24.5
ABLX~43102~54.74
ABLX~43132~27.379999
ABM~41792~27.200001
ABM~41821~24.57
ABM~41852~26.75
ABM~41884~25.18
ABM~41913~27.26
ABM~41946~26.969999
ABM~41974~28.42
ABM~42006~29.309999
ABM~42037~31.16
ABM~42065~31.92
ABM~42095~32.169998
ABM~42125~32.5
ABM~42156~32.790001
ABM~42186~32.869999
ABM~42219~31.110001
ABM~42248~27.209999
ABM~42278~28.639999
ABM~42310~30.1
ABM~42339~27.67
ABM~42373~30.01
ABM~42401~31.41
ABM~42430~32.080002
ABM~42461~32.509998
ABM~42492~34.200001
ABM~42522~36.330002
ABM~42552~37.27
ABM~42583~38.66
ABM~42614~40.040001
ABM~42646~38.580002
ABM~42675~43.060001
ABM~42705~40.799999
ABM~42738~40.139999
ABM~42767~41.150002
ABM~42795~42.44
ABM~42828~43.39
ABM~42856~43.83
ABM~42887~41.62
ABM~42919~44.75
ABM~42948~44.63
ABM~42979~42.38
ABM~43010~41.13
ABM~43040~42.66
ABM~43070~37.75
ABM~43102~37.73
ABM~43132~22.889999
ABMD~41792~25.41
ABMD~41821~25.68
ABMD~41852~25.91
ABMD~41884~24.290001
ABMD~41913~32.52
ABMD~41946~35
ABMD~41974~37.310001
ABMD~42006~51.860001
ABMD~42037~62.189999
ABMD~42065~69.919998
ABMD~42095~63.790001
ABMD~42125~60.34
ABMD~42156~66.160004
ABMD~42186~77.400002
ABMD~42219~92.779999
ABMD~42248~89.209999
ABMD~42278~76.5
ABMD~42310~83.839996
ABMD~42339~85.239998
ABMD~42373~85.459999
ABMD~42401~83.989998
ABMD~42430~96.580002
ABMD~42461~99.260002
ABMD~42492~101.580002
ABMD~42522~110.169998
ABMD~42552~119.5
ABMD~42583~117.629997
ABMD~42614~127.800003
