Date,Open,High,Low,Close,Adj Close,Volume
2016-05-25,29.809999,29.900000,29.480000,29.889999,29.889999,1321900
2016-05-26,29.950001,30.000000,29.480000,29.760000,29.760000,1509000
2016-05-27,32.580002,33.150002,30.340000,32.180000,32.180000,10413100
2016-05-31,32.220001,32.959999,32.169998,32.950001,32.950001,3484300
2016-06-01,32.900002,33.779999,32.610001,33.619999,33.619999,3443700
2016-06-02,33.630001,34.639999,33.619999,34.599998,34.599998,2532900
2016-06-03,34.419998,34.910000,33.860001,34.910000,34.910000,1480800
2016-06-06,34.900002,35.130001,34.520000,35.070000,35.070000,1973400
2016-06-07,35.099998,35.459999,34.700001,35.290001,35.290001,1917800
2016-06-08,35.110001,35.240002,34.669998,35.139999,35.139999,2133900
2016-06-09,35.060001,35.689999,34.919998,35.029999,35.029999,1495100
2016-06-10,34.779999,34.880001,34.029999,34.049999,34.049999,1438900
2016-06-13,33.950001,34.509998,33.790001,34.150002,34.150002,1700300
2016-06-14,33.860001,34.209999,33.799999,33.970001,33.970001,1653900
2016-06-15,34.150002,34.680000,33.910000,34.340000,34.340000,1952000
2016-06-16,34.200001,34.270000,33.549999,34.130001,34.130001,943500
2016-06-17,34.009998,34.480000,33.570000,33.639999,33.639999,1617400
2016-06-20,34.290001,34.730000,33.820000,34.290001,34.290001,989900
2016-06-21,34.439999,34.549999,33.689999,34.040001,34.040001,1087200
2016-06-22,34.070000,34.360001,33.720001,33.860001,33.860001,777200
2016-06-23,34.200001,35.009998,33.910000,35.009998,35.009998,1327500
2016-06-24,33.919998,34.480000,33.590000,34.299999,34.299999,3778000
