Date,Open,High,Low,Close,Adj Close,Volume
2016-05-25,30.090000,30.900000,29.860001,30.540001,30.540001,445200
2016-05-26,30.350000,30.879999,30.000000,30.760000,30.760000,296900
2016-05-27,30.530001,30.820000,30.000000,30.820000,30.820000,462900
2016-05-31,30.889999,31.450001,30.889999,31.190001,31.190001,495500
2016-06-01,31.150000,31.930000,31.150000,31.440001,31.440001,738600
2016-06-02,31.400000,32.230000,31.049999,32.130001,32.130001,552600
2016-06-03,31.930000,32.270000,31.370001,32.200001,32.200001,328100
2016-06-06,32.320000,32.630001,32.020000,32.139999,32.139999,233300
2016-06-07,32.279999,32.650002,32.070000,32.400002,32.400002,199200
2016-06-08,32.419998,32.529999,32.070000,32.320000,32.320000,241500
2016-06-09,32.200001,32.500000,31.820000,32.099998,32.099998,229600
2016-06-10,31.809999,32.099998,31.600000,31.770000,31.770000,132700
2016-06-13,31.790001,32.150002,31.080000,31.879999,31.879999,215100
2016-06-14,31.790001,32.340000,31.219999,32.090000,32.090000,231000
2016-06-15,32.209999,32.619999,31.830000,32.029999,32.029999,215900
2016-06-16,31.910000,32.000000,31.160000,31.920000,31.920000,167400
2016-06-17,31.950001,32.090000,30.430000,30.590000,30.590000,828400
2016-06-20,30.930000,31.690001,30.660000,31.030001,31.030001,268300
2016-06-21,31.059999,31.680000,31.059999,31.540001,31.540001,249100
2016-06-22,31.549999,31.549999,31.129999,31.280001,31.280001,255200
2016-06-23,31.549999,31.950001,31.530001,31.790001,31.790001,177600
2016-06-24,30.299999,30.850000,29.799999,30.059999,30.059999,693700
