Date,Open,High,Low,Close,Adj Close,Volume
2016-05-25,64.989998,65.470001,63.330002,63.720001,63.720001,352000
2016-05-26,63.730000,64.660004,62.610001,63.250000,63.250000,217400
2016-05-27,63.430000,64.239998,61.950001,62.450001,62.450001,287700
2016-05-31,62.490002,64.970001,62.459999,64.139999,64.139999,395200
2016-06-01,64.070000,65.000000,62.639999,63.270000,63.270000,314100
2016-06-02,62.840000,62.840000,61.240002,62.070000,62.070000,387300
2016-06-03,61.779999,61.810001,59.320000,60.240002,60.240002,378500
2016-06-06,60.279999,62.779999,60.180000,61.950001,61.950001,360500
2016-06-07,62.049999,62.910000,61.939999,62.630001,62.630001,192700
2016-06-08,62.750000,64.349998,62.360001,64.180000,64.180000,332300
2016-06-09,64.500000,65.750000,64.010002,64.459999,64.459999,293700
2016-06-10,65.389999,66.839996,63.560001,64.570000,64.570000,397700
2016-06-13,64.099998,64.699997,61.869999,61.900002,61.900002,288400
2016-06-14,61.340000,61.570000,58.779999,60.340000,60.340000,364900
2016-06-15,60.759998,61.939999,60.470001,60.680000,60.680000,283300
2016-06-16,60.349998,60.639999,58.349998,60.000000,60.000000,310300
2016-06-17,59.910000,60.990002,59.310001,59.810001,59.810001,326200
2016-06-20,60.700001,62.259998,60.040001,60.790001,60.790001,197300
2016-06-21,60.740002,60.740002,57.119999,57.540001,57.540001,454600
2016-06-22,57.630001,59.599998,57.189999,57.849998,57.849998,465300
2016-06-23,58.770000,59.520000,58.060001,59.099998,59.099998,172900
2016-06-24,55.220001,58.259998,54.080002,57.590000,57.590000,412800
